date UTC,lat,lon,prof,mag,location
2022-03-20 01:25:00,38.687,-28.173,10,2.1,Ilha de S. Jorge (W)
2022-03-20 01:05:00,38.704,-28.189,12,2.2,Ilha de S. Jorge (W)
2022-03-20 00:37:00,38.69,-28.203,9,2.0,Ilha de S. Jorge (W)
2022-03-20 00:24:00,38.694,-28.196,10,2.2,Ilha de S. Jorge (W)
2022-03-19 23:46:00,38.692,-28.18,10,2.0,Ilha de S. Jorge (W)
2022-03-19 23:39:00,38.589,-28.182,19,2.0,Canal de S. Jorge
2022-03-19 23:37:00,38.696,-28.202,10,2.1,Ilha de S. Jorge (W)
2022-03-19 23:28:00,38.703,-28.21,10,2.1,Ilha de S. Jorge (W)
2022-03-19 23:19:00,38.722,-28.231,11,2.2,Ilha de S. Jorge (W)
2022-03-19 23:17:00,38.684,-28.18,10,2.6,Ilha de S. Jorge (W)
2022-03-19 23:10:00,38.67,-28.107,6,2.4,Ilha de S. Jorge (W)
2022-03-19 23:01:00,38.671,-28.11,5,2.1,Ilha de S. Jorge (W)
2022-03-19 22:14:00,38.656,-28.044,1,2.0,Ilha de S. Jorge (W)
2022-03-19 22:09:00,38.645,-28.039,1,2.1,Ilha de S. Jorge (W)
2022-03-19 22:01:00,38.656,-28.062,4,2.0,Ilha de S. Jorge (W)
2022-03-19 21:45:00,38.668,-28.102,4,2.4,Ilha de S. Jorge (W)
2022-03-19 21:21:00,38.674,-28.124,2,2.9,Ilha de S. Jorge (W)
2022-03-19 21:02:00,38.678,-28.102,5,2.1,Ilha de S. Jorge (W)
2022-03-19 20:21:00,38.675,-28.125,4,2.5,Ilha de S. Jorge (W)
2022-03-19 20:16:00,38.632,-28.045,5,2.7,Ilha de S. Jorge (W)
2022-03-19 20:13:00,38.675,-28.126,4,2.7,Ilha de S. Jorge (W)
2022-03-19 20:07:00,38.673,-28.129,4,2.8,Ilha de S. Jorge (W)
2022-03-19 20:06:00,38.676,-28.134,1,2.3,Ilha de S. Jorge (W)
2022-03-19 20:01:00,38.675,-28.122,5,2.9,Ilha de S. Jorge (W)
2022-03-19 19:56:00,38.674,-28.129,5,3.1,Ilha de S. Jorge (W)
2022-03-19 19:52:00,38.684,-28.145,7,3.0,Ilha de S. Jorge (W)
2022-03-19 19:50:00,38.686,-28.141,7,3.0,Ilha de S. Jorge (W)
2022-03-19 19:48:00,38.679,-28.126,5,2.9,Ilha de S. Jorge (W)
2022-03-19 19:45:00,38.69,-28.16,11,3.3,Ilha de S. Jorge (W)
2022-03-19 19:41:00,38.68,-28.143,7,3.6,Ilha de S. Jorge (W)
2022-03-19 19:37:00,38.681,-28.149,7,3.3,Ilha de S. Jorge (W)
2022-03-19 19:30:00,38.681,-28.135,11,3.3,Ilha de S. Jorge (W)
2022-03-19 19:27:00,38.689,-28.145,6,3.0,Ilha de S. Jorge (W)
2022-03-19 19:22:00,38.667,-28.114,6,2.6,Ilha de S. Jorge (W)
2022-03-19 19:14:00,38.679,-28.125,4,2.7,Ilha de S. Jorge (W)
2022-03-19 19:12:00,38.676,-28.122,5,3.1,Ilha de S. Jorge (W)
2022-03-19 19:08:00,38.673,-28.119,6,3.1,Ilha de S. Jorge (W)
2022-03-19 19:07:00,38.672,-28.12,5,2.8,Ilha de S. Jorge (W)
2022-03-19 19:06:00,38.68,-28.118,6,3.0,Ilha de S. Jorge (W)
2022-03-19 19:04:00,38.675,-28.124,7,3.1,Ilha de S. Jorge (W)
2022-03-19 19:01:00,38.658,-28.075,5,2.6,Ilha de S. Jorge (W)
2022-03-19 19:00:00,38.672,-28.119,6,2.9,Ilha de S. Jorge (W)
2022-03-19 18:42:00,38.682,-28.109,6,2.3,Ilha de S. Jorge (W)
2022-03-19 18:40:00,38.625,-28.06,7,2.9,Ilha de S. Jorge (W)
2022-03-19 18:24:00,38.656,-28.081,6,2.8,Ilha de S. Jorge (W)
2022-03-19 18:24:00,38.66,-28.076,6,2.6,Ilha de S. Jorge (W)
2022-03-19 18:23:00,38.647,-28.05,5,2.7,Ilha de S. Jorge (W)
2022-03-19 18:22:00,38.665,-28.084,6,2.4,Ilha de S. Jorge (W)
2022-03-19 18:22:00,38.67,-28.088,5,2.5,Ilha de S. Jorge (W)
2022-03-19 18:22:00,38.665,-28.078,6,2.6,Ilha de S. Jorge (W)
2022-03-19 18:21:00,38.681,-28.097,7,2.4,Ilha de S. Jorge (W)
2022-03-19 18:21:00,38.657,-28.076,7,2.9,Ilha de S. Jorge (W)
2022-03-19 18:20:00,38.653,-28.078,6,3.3,Ilha de S. Jorge (W)
2022-03-19 18:19:00,38.667,-28.09,6,3.3,Ilha de S. Jorge (W)
2022-03-19 17:56:00,38.67,-28.087,7,2.1,Ilha de S. Jorge (W)
2022-03-19 17:55:00,38.674,-28.095,6,2.2,Ilha de S. Jorge (W)
2022-03-19 17:53:00,38.668,-28.06,11,2.1,Ilha de S. Jorge (W)
2022-03-19 17:49:00,38.664,-28.084,7,2.1,Ilha de S. Jorge (W)
2022-03-19 17:48:00,38.662,-28.069,10,2.3,Ilha de S. Jorge (W)
2022-03-19 17:11:00,38.661,-28.097,8,2.2,Ilha de S. Jorge (W)
